zone_level,support_touches,resistance_touches,total_touches,strength
154.772,734,623,1357,623
154.748,733,621,1354,621
143.005,694,621,1315,621
151.297,623,621,1244,621
154.737,732,620,1352,620
154.744,734,619,1353,619
145.719,672,619,1291,619
157.54,631,619,1250,619
154.722,728,618,1346,618
154.725,726,618,1344,618
154.629,721,618,1339,618
142.998,694,618,1312,618
157.546,629,618,1247,618
154.734,730,617,1347,617
154.708,727,617,1344,617
154.71,727,617,1344,617
154.711,726,617,1343,617
157.552,629,617,1246,617
157.549,629,617,1246,617
151.301,624,617,1241,617
154.712,726,616,1342,616
154.608,721,616,1337,616
154.492,707,616,1323,616
154.491,705,616,1321,616
154.649,725,615,1340,615
154.651,723,615,1338,615
154.606,719,615,1334,615
154.497,706,615,1321,615
154.495,706,615,1321,615
142.987,694,615,1309,615
142.988,694,615,1309,615
154.296,680,615,1295,615
154.698,726,614,1340,614
154.697,726,614,1340,614
154.499,707,614,1321,614
154.487,702,614,1316,614
154.291,679,614,1293,614
154.28,677,614,1291,614
154.284,677,614,1291,614
154.273,676,614,1290,614
154.662,725,613,1338,613
154.653,722,613,1335,613
154.58,712,613,1325,613
154.574,712,613,1325,613
154.561,709,613,1322,613
154.555,709,613,1322,613
154.523,705,613,1318,613
154.676,723,612,1335,612
154.679,722,612,1334,612
154.678,722,612,1334,612
154.57,710,612,1322,612
154.512,704,612,1316,612
154.655,727,611,1338,611
154.684,723,611,1334,611
154.682,722,611,1333,611
154.595,719,611,1330,611
154.55,709,611,1320,611
154.507,706,611,1317,611
154.462,704,611,1315,611
154.47,704,611,1315,611
154.476,701,611,1312,611
154.482,700,611,1311,611
154.481,699,611,1310,611
157.557,626,611,1237,611
154.542,707,610,1317,610
154.356,702,610,1312,610
154.354,702,610,1312,610
154.351,700,610,1310,610
154.318,691,610,1301,610
154.322,691,610,1301,610
154.31,686,610,1296,610
142.948,680,610,1290,610
142.949,680,610,1290,610
157.56,624,610,1234,610
151.328,619,610,1229,610
151.35,614,610,1224,610
154.548,707,609,1316,609
154.343,695,609,1304,609
154.342,694,609,1303,609
154.338,694,609,1303,609
154.326,693,609,1302,609
154.311,687,609,1296,609
142.95,680,609,1289,609
151.336,616,609,1225,609
151.347,616,609,1225,609
154.357,702,608,1310,608
154.156,675,608,1283,608
154.25,675,608,1283,608
154.248,673,608,1281,608
154.249,673,608,1281,608
157.566,626,608,1234,608
151.337,615,608,1223,608
142.935,680,607,1287,607
154.157,674,607,1281,607
154.216,674,607,1281,607
154.218,674,607,1281,607
154.158,673,607,1280,607
154.155,673,607,1280,607
154.229,673,607,1280,607
142.969,689,606,1295,606
154.12,678,606,1284,606
154.236,673,606,1279,606
151.372,621,606,1227,606
154.38,704,605,1309,605
154.432,696,605,1301,605
154.203,681,605,1286,605
154.207,681,605,1286,605
142.93,680,605,1285,605
154.126,678,605,1283,605
154.167,676,605,1281,605
154.22,675,605,1280,605
154.143,677,604,1281,604
154.221,674,604,1278,604
154.185,673,604,1277,604
142.902,671,604,1275,604
154.454,706,603,1309,603
154.445,705,603,1308,603
154.387,701,603,1304,603
154.388,701,603,1304,603
154.189,674,603,1277,603
142.897,674,603,1277,603
142.903,672,603,1275,603
142.887,670,603,1273,603
142.881,668,603,1271,603
157.574,621,603,1224,603
157.576,620,603,1223,603
154.444,704,602,1306,602
154.391,701,602,1303,602
142.906,673,602,1275,602
157.581,619,602,1221,602
154.393,701,601,1302,601
142.916,673,601,1274,601
142.883,669,601,1270,601
154.412,702,599,1301,599
142.875,668,598,1266,598
151.38,622,598,1220,598
142.858,669,596,1265,596
142.861,669,595,1264,595
142.848,668,595,1263,595
142.847,667,594,1261,594
142.843,662,594,1256,594
142.842,662,594,1256,594
151.386,622,594,1216,594
151.397,616,594,1210,594
154.091,678,593,1271,593
154.066,682,592,1274,592
142.829,657,592,1249,592
142.83,657,592,1249,592
154.073,679,590,1269,590
154.061,676,590,1266,590
142.825,658,589,1247,589
154.054,676,588,1264,588
157.61,592,588,1180,588
157.602,604,587,1191,587
142.811,658,586,1244,586
151.414,615,586,1201,586
154.047,676,585,1261,585
142.802,661,585,1246,585
142.808,660,585,1245,585
142.807,660,585,1245,585
151.42,612,584,1196,584
151.429,612,584,1196,584
151.439,609,584,1193,584
151.435,612,583,1195,583
157.622,583,589,1172,583
142.79,656,582,1238,582
151.44,610,582,1192,582
154.005,671,577,1248,577
154.004,671,576,1247,576
154.001,669,575,1244,575
153.998,664,575,1239,575
151.452,611,575,1186,575
153.996,665,574,1239,574
151.456,609,573,1182,573
152.008,597,572,1169,572
152.052,597,572,1169,572
151.999,597,571,1168,571
152.063,597,570,1167,570
142.763,657,569,1226,569
142.769,656,569,1225,569
151.461,606,569,1175,569
152.039,594,569,1163,569
152.045,594,569,1163,569
157.653,569,585,1154,569
153.929,648,568,1216,568
151.473,608,568,1176,568
151.468,608,568,1176,568
152.023,595,568,1163,568
152.094,595,567,1162,567
152.101,594,567,1161,567
152.104,593,567,1160,567
152.099,592,567,1159,567
153.983,655,566,1221,566
151.487,612,566,1178,566
151.488,611,566,1177,566
152.091,598,566,1164,566
152.087,598,566,1164,566
153.937,652,565,1217,565
153.976,650,565,1215,565
151.489,611,565,1176,565
151.493,610,565,1175,565
151.496,608,565,1173,565
157.659,565,583,1148,565
142.756,656,564,1220,564
153.909,644,564,1208,564
157.66,564,583,1147,564
142.755,657,563,1220,563
153.943,655,563,1218,563
153.969,652,563,1215,563
153.923,650,563,1213,563
153.899,645,563,1208,563
153.91,645,563,1208,563
151.501,609,563,1172,563
151.97,606,563,1169,563
152.108,591,563,1154,563
153.945,653,562,1215,562
142.742,651,562,1213,562
153.894,645,562,1207,562
153.901,644,562,1206,562
153.898,644,562,1206,562
153.905,643,562,1205,562
151.953,608,562,1170,562
151.512,608,562,1170,562
152.109,592,562,1154,562
152.11,591,562,1153,562
157.662,562,584,1146,562
153.963,654,561,1215,561
153.956,652,561,1213,561
153.921,649,561,1210,561
153.89,643,561,1204,561
153.891,642,561,1203,561
151.505,610,561,1171,561
151.519,609,561,1170,561
151.503,609,561,1170,561
151.952,608,561,1169,561
157.667,561,579,1140,561
153.95,652,560,1212,560
153.952,652,560,1212,560
151.949,607,559,1166,559
151.526,608,558,1166,558
151.948,606,558,1164,558
151.941,606,558,1164,558
152.12,590,558,1148,558
152.126,587,558,1145,558
157.673,558,579,1137,558
151.935,606,557,1163,557
151.531,606,557,1163,557
153.884,641,556,1197,556
151.932,607,556,1163,556
151.929,606,555,1161,555
151.921,613,554,1167,554
151.92,613,554,1167,554
151.547,605,554,1159,554
157.681,554,572,1126,554
142.685,619,553,1172,553
151.907,618,553,1171,553
151.537,606,553,1159,553
151.534,605,553,1158,553
153.879,640,552,1192,552
142.701,627,552,1179,552
142.693,621,552,1173,552
142.689,620,552,1172,552
151.895,619,552,1171,552
151.896,619,552,1171,552
142.682,617,552,1169,552
151.913,616,552,1168,552
151.917,615,552,1167,552
151.544,606,552,1158,552
151.551,604,552,1156,552
152.14,586,552,1138,552
152.139,585,552,1137,552
142.714,635,551,1186,551
151.552,605,551,1156,551
152.148,591,551,1142,551
152.141,587,551,1138,551
142.715,636,550,1186,550
142.679,617,550,1167,550
151.813,612,550,1162,550
151.888,620,549,1169,549
151.845,618,549,1167,549
151.81,612,549,1161,549
151.816,612,549,1161,549
151.573,608,549,1157,549
151.567,607,549,1156,549
151.558,606,549,1155,549
151.584,606,549,1155,549
151.572,606,549,1155,549
151.568,606,549,1155,549
151.729,602,549,1151,549
157.703,549,562,1111,549
151.857,620,548,1168,548
151.854,620,548,1168,548
142.669,613,548,1161,548
142.662,612,548,1160,548
151.577,606,548,1154,548
151.59,604,548,1152,548
153.601,602,548,1150,548
153.598,602,548,1150,548
151.863,619,547,1166,547
151.862,619,547,1166,547
151.742,605,547,1152,547
151.745,604,547,1151,547
151.744,604,547,1151,547
151.587,604,547,1151,547
151.602,600,547,1147,547
151.605,600,547,1147,547
151.645,595,547,1142,547
151.643,594,547,1141,547
152.306,580,547,1127,547
152.303,580,547,1127,547
151.875,619,546,1165,546
151.882,619,546,1165,546
151.824,614,546,1160,546
142.65,611,546,1157,546
151.771,607,546,1153,546
151.739,606,546,1152,546
151.77,606,546,1152,546
151.717,605,546,1151,546
151.755,605,546,1151,546
151.737,605,546,1151,546
151.746,604,546,1150,546
151.789,604,546,1150,546
151.721,603,546,1149,546
151.788,603,546,1149,546
151.716,602,546,1148,546
151.787,602,546,1148,546
151.598,602,546,1148,546
151.6,601,546,1147,546
151.647,596,546,1142,546
153.469,595,546,1141,546
151.639,595,546,1141,546
153.468,593,546,1139,546
157.707,546,561,1107,546
151.801,608,545,1153,545
151.798,607,545,1152,545
151.766,605,545,1150,545
151.752,605,545,1150,545
151.792,605,545,1150,545
151.75,605,545,1150,545
153.591,600,545,1145,545
151.7,599,545,1144,545
151.653,596,545,1141,545
151.69,595,545,1140,545
151.655,595,545,1140,545
152.309,578,545,1123,545
157.711,545,563,1108,545
151.758,604,544,1148,544
151.707,601,544,1145,544
153.586,600,544,1144,544
153.495,597,544,1141,544
151.623,597,544,1141,544
153.499,597,544,1141,544
153.496,597,544,1141,544
151.632,596,544,1140,544
151.684,595,544,1139,544
151.666,593,544,1137,544
152.162,592,544,1136,544
152.209,590,544,1134,544
152.344,576,544,1120,544
153.865,636,543,1179,543
142.639,605,543,1148,543
153.721,601,543,1144,543
153.585,600,543,1143,543
151.701,599,543,1142,543
151.616,599,543,1142,543
153.49,595,543,1138,543
151.674,593,543,1136,543
152.17,592,543,1135,543
152.18,588,543,1131,543
157.73,543,547,1090,543
153.863,636,542,1178,542
153.846,633,542,1175,542
142.624,603,542,1145,542
153.71,601,542,1143,542
153.652,599,542,1141,542
153.582,599,542,1141,542
153.48,594,542,1136,542
152.174,592,542,1134,542
153.848,634,541,1175,541
153.838,632,541,1173,541
153.757,609,541,1150,541
142.629,605,541,1146,541
142.633,605,541,1146,541
142.628,604,541,1145,541
153.725,601,541,1142,541
153.649,598,541,1139,541
153.511,598,541,1139,541
152.164,592,541,1133,541
152.243,590,541,1131,541
153.462,590,541,1131,541
152.268,590,541,1131,541
153.758,610,540,1150,540
153.611,603,540,1143,540
153.548,601,540,1141,540
153.549,601,540,1141,540
153.615,601,540,1141,540
153.662,599,540,1139,540
153.644,598,540,1138,540
152.262,590,540,1130,540
152.219,583,540,1123,540
153.858,635,539,1174,539
153.808,622,539,1161,539
153.702,602,539,1141,539
153.635,597,539,1136,539
153.521,597,539,1136,539
153.544,597,539,1136,539
153.684,593,539,1132,539
152.251,588,539,1127,539
153.856,635,538,1173,538
153.788,617,538,1155,538
153.784,616,538,1154,538
153.749,605,538,1143,538
153.626,598,538,1136,538
153.688,596,538,1134,538
153.539,592,538,1130,538
152.363,571,538,1109,538
152.371,571,538,1109,538
152.432,553,538,1091,538
153.798,615,537,1152,537
153.746,605,537,1142,537
153.744,605,537,1142,537
153.667,602,537,1139,537
153.627,599,537,1136,537
153.629,598,537,1135,537
153.536,593,537,1130,537
153.447,580,537,1117,537
153.802,620,536,1156,536
153.747,605,536,1141,536
153.739,602,536,1138,536
153.403,574,536,1110,536
152.381,566,536,1102,536
152.391,560,536,1096,536
152.421,557,536,1093,536
142.596,604,535,1139,535
153.411,578,535,1113,535
152.378,566,535,1101,535
152.407,561,535,1096,535
152.408,560,535,1095,535
152.394,559,535,1094,535
152.436,552,535,1087,535
153.428,579,534,1113,534
152.411,559,534,1093,534
142.6,604,533,1137,533
142.603,601,533,1134,533
142.569,600,533,1133,533
152.445,551,533,1084,533
157.745,535,532,1067,532
157.747,534,532,1066,532
142.552,600,531,1131,531
153.389,568,531,1099,531
153.383,565,531,1096,531
157.749,533,531,1064,531
142.58,601,530,1131,530
142.55,598,530,1128,530
142.549,598,530,1128,530
142.546,597,530,1127,530
152.448,550,530,1080,530
152.45,547,530,1077,530
157.751,533,530,1063,530
142.554,600,529,1129,529
142.541,595,529,1124,529
142.587,603,528,1131,528
142.583,602,528,1130,528
142.538,592,528,1120,528
153.376,565,528,1093,528
157.766,531,527,1058,527
157.761,529,527,1056,527
157.764,529,527,1056,527
142.53,590,524,1114,524
157.773,527,524,1051,524
157.772,527,524,1051,524
157.776,527,523,1050,523
157.778,525,523,1048,523
157.779,524,522,1046,522
152.468,539,521,1060,521
152.475,537,521,1058,521
153.366,566,520,1086,520
152.499,524,518,1042,518
153.359,567,517,1084,517
152.487,529,516,1045,516
152.486,531,515,1046,515
157.804,515,516,1031,515
142.479,592,514,1106,514
142.495,588,514,1102,514
153.347,568,514,1082,514
153.35,567,514,1081,514
142.47,595,513,1108,513
153.342,565,512,1077,512
142.464,592,511,1103,511
142.457,590,509,1099,509
153.322,567,509,1076,509
157.815,509,516,1025,509
142.453,588,508,1096,508
157.817,508,516,1024,508
142.452,590,507,1097,507
153.303,568,507,1075,507
153.318,568,507,1075,507
157.82,507,516,1023,507
142.449,588,506,1094,506
142.436,588,506,1094,506
153.305,567,506,1073,506
153.3,567,506,1073,506
157.826,505,514,1019,505
153.292,563,504,1067,504
152.536,517,504,1021,504
157.823,504,514,1018,504
153.314,568,503,1071,503
153.288,564,503,1067,503
152.541,518,503,1021,503
157.835,503,511,1014,503
142.43,588,502,1090,502
152.543,518,502,1020,502
142.423,587,501,1088,501
152.548,517,501,1018,501
152.552,517,500,1017,500
152.561,513,500,1013,500
152.562,511,500,1011,500
152.563,510,500,1010,500
157.847,499,505,1004,499
152.565,511,498,1009,498
157.849,498,505,1003,498
153.272,561,497,1058,497
153.264,560,496,1056,496
153.279,559,496,1055,496
153.265,559,496,1055,496
153.255,557,496,1053,496
153.231,557,496,1053,496
153.216,557,495,1052,495
153.228,556,495,1051,495
153.144,540,495,1035,495
153.138,539,495,1034,495
153.137,539,495,1034,495
153.238,557,494,1051,494
153.185,551,493,1044,493
152.577,512,493,1005,493
153.159,543,492,1035,492
153.177,545,491,1036,491
153.106,526,491,1017,491
152.59,511,491,1002,491
153.105,526,490,1016,490
153.109,526,490,1016,490
153.093,518,490,1008,490
157.862,490,501,991,490
153.096,517,489,1006,489
152.597,508,488,996,488
152.596,508,488,996,488
142.383,586,487,1073,487
142.39,586,487,1073,487
142.376,584,487,1071,487
153.061,517,487,1004,487
153.059,517,487,1004,487
153.051,517,487,1004,487
153.066,516,487,1003,487
142.378,585,486,1071,486
153.047,517,486,1003,486
152.612,509,486,995,486
153.07,517,485,1002,485
153.069,515,485,1000,485
152.647,507,484,991,484
157.889,484,490,974,484
142.368,587,483,1070,483
152.654,511,482,993,482
157.891,482,488,970,482
142.352,587,481,1068,481
142.357,586,481,1067,481
142.353,586,481,1067,481
153.008,516,481,997,481
157.892,481,488,969,481
142.349,588,480,1068,480
153.004,516,479,995,479
152.659,509,479,988,479
153.019,517,478,995,478
142.335,579,477,1056,477
153.01,515,477,992,477
142.328,571,476,1047,476
153.014,516,476,992,476
142.325,572,475,1047,475
142.3,570,474,1044,474
152.995,518,474,992,474
152.998,515,474,989,474
142.322,571,473,1044,473
142.284,570,473,1043,473
142.308,567,473,1040,473
142.317,570,472,1042,472
142.285,569,472,1041,472
142.313,568,472,1040,472
134.658,487,472,959,472
134.684,480,472,952,472
134.703,475,472,947,472
134.721,472,473,945,472
152.989,518,471,989,471
152.987,518,471,989,471
152.689,505,471,976,471
134.661,487,471,958,471
134.665,486,471,957,471
134.667,486,471,957,471
134.67,485,471,956,471
134.669,485,471,956,471
134.7,476,471,947,471
134.709,475,471,946,471
134.728,471,473,944,471
134.729,471,473,944,471
134.72,471,472,943,471
152.697,504,470,974,470
134.584,489,470,959,470
134.653,485,470,955,470
134.674,484,470,954,470
134.634,484,470,954,470
134.646,484,470,954,470
134.64,483,470,953,470
134.639,483,470,953,470
134.68,481,470,951,470
134.682,479,470,949,470
152.699,505,469,974,469
152.681,504,469,973,469
134.59,492,469,961,469
134.577,489,469,958,469
134.65,485,469,954,469
134.74,469,470,939,469
152.682,503,468,971,468
134.599,490,468,958,468
134.531,489,468,957,468
134.596,489,468,957,468
134.532,489,468,957,468
134.518,488,468,956,468
134.743,468,471,939,468
152.969,517,467,984,467
152.902,510,467,977,467
152.833,505,467,972,467
134.619,491,467,958,467
134.509,489,467,956,467
134.595,489,467,956,467
134.549,488,467,955,467
134.534,487,467,954,467
134.544,487,467,954,467
134.545,487,467,954,467
134.546,487,467,954,467
142.276,567,466,1033,466
152.832,505,466,971,466
134.528,490,466,956,466
134.525,490,466,956,466
134.538,488,466,954,466
152.957,517,465,982,465
152.901,508,465,973,465
152.831,505,465,970,465
152.706,503,465,968,465
134.571,485,465,950,465
152.962,517,464,981,464
134.468,491,464,955,464
134.498,490,464,954,464
134.555,486,464,950,464
134.561,484,464,948,464
157.924,464,479,943,464
134.759,464,469,933,464
152.848,506,463,969,463
152.847,506,463,969,463
152.846,506,463,969,463
152.721,503,463,966,463
134.463,490,463,953,463
134.461,490,463,953,463
152.856,508,462,970,462
152.711,503,462,965,462
134.491,491,462,953,462
134.773,462,472,934,462
152.897,509,461,970,461
134.474,491,461,952,461
134.46,490,461,951,461
134.78,461,470,931,461
134.475,490,460,950,460
152.814,507,459,966,459
152.81,507,459,966,459
152.817,506,459,965,459
152.73,503,459,962,459
134.479,489,459,948,459
142.251,566,458,1024,458
142.253,566,458,1024,458
142.252,566,458,1024,458
152.802,506,458,964,458
152.797,504,458,962,458
152.771,505,457,962,457
152.799,505,457,962,457
152.796,504,457,961,457
134.451,489,457,946,457
134.45,489,457,946,457
157.936,457,475,932,457
134.781,457,472,929,457
152.778,505,456,961,456
152.736,504,456,960,456
152.742,505,455,960,455
152.748,503,455,958,455
142.248,563,454,1017,454
152.749,503,454,957,454
134.422,485,454,939,454
152.765,504,453,957,453
134.431,488,453,941,453
134.816,453,470,923,453
142.244,561,452,1013,452
142.23,560,452,1012,452
142.227,559,452,1011,452
142.225,557,452,1009,452
142.216,557,452,1009,452
142.243,560,451,1011,451
142.204,554,451,1005,451
152.756,502,451,953,451
152.754,502,451,953,451
134.821,451,471,922,451
142.203,554,450,1004,450
142.186,548,448,996,448
134.4,485,448,933,448
142.174,545,447,992,447
142.175,545,447,992,447
142.148,540,447,987,447
134.345,481,447,928,447
157.958,447,470,917,447
157.959,447,470,917,447
142.192,551,446,997,446
142.181,546,446,992,446
142.159,542,446,988,446
142.158,541,446,987,446
142.145,538,446,984,446
142.135,537,446,983,446
134.399,483,446,929,446
134.348,481,445,926,445
142.112,527,444,971,444
134.349,481,444,925,444
134.324,480,444,924,444
134.839,444,470,914,444
157.967,444,466,910,444
134.842,443,469,912,443
134.363,483,442,925,442
134.391,482,442,924,442
157.974,442,463,905,442
134.357,483,441,924,441
134.386,482,441,923,441
134.358,482,441,923,441
134.384,481,441,922,441
134.383,481,441,922,441
134.385,481,441,922,441
134.845,441,469,910,441
134.846,441,469,910,441
142.097,526,440,966,440
134.353,483,440,923,440
134.354,481,440,921,440
134.382,481,440,921,440
142.101,526,439,965,439
142.094,526,438,964,438
142.09,525,438,963,438
134.859,438,465,903,438
142.085,527,437,964,437
157.981,436,459,895,436
157.985,435,457,892,435
134.3,482,434,916,434
134.294,483,432,915,432
134.292,483,432,915,432
134.877,432,460,892,432
157.988,432,457,889,432
157.993,432,457,889,432
134.289,481,431,912,431
134.288,481,431,912,431
142.066,522,430,952,430
142.047,518,430,948,430
134.285,482,430,912,430
134.263,479,430,909,430
142.062,524,429,953,429
142.064,523,429,952,429
134.258,479,429,908,429
142.042,518,428,946,428
142.044,517,428,945,428
142.06,524,427,951,427
142.041,519,427,946,427
134.275,480,427,907,427
134.272,482,426,908,426
134.901,426,448,874,426
134.913,424,448,872,424
158.027,423,447,870,423
134.225,470,422,892,422
134.914,422,447,869,422
134.222,472,421,893,421
134.92,417,445,862,417
134.214,468,416,884,416
134.925,416,444,860,416
134.204,463,414,877,414
134.205,463,414,877,414
134.197,462,413,875,413
134.198,461,413,874,413
134.199,460,413,873,413
133.937,416,412,828,412
134.14,448,410,858,410
134.934,410,442,852,410
134.935,410,441,851,410
134.948,410,438,848,410
134.949,410,438,848,410
133.93,420,410,830,410
133.892,418,410,828,410
133.888,418,410,828,410
134.18,459,409,868,409
133.882,421,409,830,409
133.881,421,409,830,409
133.883,420,409,829,409
133.932,419,409,828,409
133.92,418,409,827,409
133.94,416,409,825,409
142.015,510,408,918,408
134.178,459,408,867,408
134.147,448,408,856,408
134.953,408,437,845,408
133.87,419,408,827,408
133.918,418,408,826,408
142.009,510,407,917,407
142.008,510,407,917,407
134.127,450,407,857,407
134.966,407,430,837,407
135.005,407,420,827,407
133.872,419,407,826,407
133.901,419,407,826,407
158.069,406,435,841,406
134.959,406,434,840,406
134.961,406,433,839,406
134.028,431,406,837,406
134.008,428,406,834,406
135.008,406,418,824,406
133.903,417,406,823,406
133.911,416,406,822,406
133.913,416,406,822,406
142.001,504,405,909,405
134.043,436,405,841,405
134.014,429,405,834,405
134.003,428,405,833,405
134.972,405,427,832,405
134.976,405,424,829,405
135.075,405,407,812,405
134.11,450,404,854,404
134.054,437,404,841,404
134.011,429,404,833,404
133.949,420,404,824,404
135.023,404,415,819,404
135.011,404,414,818,404
135.074,404,408,812,404
134.104,447,403,850,403
134.05,437,403,840,403
134.053,437,403,840,403
134.061,437,403,840,403
134.062,437,403,840,403
134.052,436,403,839,403
158.071,403,434,837,403
158.072,403,434,837,403
134.985,403,425,828,403
133.792,424,403,827,403
133.835,421,403,824,403
133.86,420,403,823,403
133.861,419,403,822,403
135.041,403,412,815,403
135.067,403,408,811,403
134.111,449,402,851,402
133.837,421,402,823,402
135.037,402,412,814,402
135.064,402,408,810,402
134.083,440,401,841,401
133.824,425,401,826,401
133.953,421,401,822,401
135.106,401,405,806,401
135.116,401,403,804,401
135.112,401,402,803,401
158.083,400,428,828,400
133.805,423,400,823,400
133.854,420,400,820,400
133.846,419,400,819,400
135.109,400,404,804,400
135.108,400,404,804,400
135.121,400,401,801,400
135.122,400,400,800,400
133.817,423,399,822,399
133.961,417,399,816,399
133.967,415,399,814,399
135.101,399,406,805,399
135.089,399,405,804,399
135.131,403,399,802,399
133.782,426,398,824,398
141.975,498,397,895,397
141.968,494,397,891,397
136.419,469,397,866,397
136.519,458,397,855,397
136.529,456,397,853,397
135.133,403,397,800,397
141.97,497,396,893,396
141.953,495,396,891,396
136.395,473,396,869,396
136.477,465,396,861,396
136.47,463,396,859,396
136.551,452,396,848,396
133.778,426,396,822,396
141.95,496,395,891,395
141.952,495,395,890,395
136.37,475,395,870,395
136.414,469,395,864,395
136.515,460,395,855,395
136.554,450,395,845,395
141.938,493,394,887,394
136.373,475,394,869,394
136.382,473,394,867,394
136.404,472,394,866,394
136.443,466,394,860,394
136.56,449,394,843,394
135.136,403,394,797,394
136.565,445,393,838,393
136.573,440,393,833,393
135.147,400,393,793,393
133.754,425,392,817,392
133.755,425,392,817,392
133.743,424,392,816,392
136.341,478,391,869,391
136.359,477,391,868,391
158.102,391,418,809,391
136.333,477,390,867,390
133.742,424,390,814,390
158.12,390,419,809,390
136.324,476,389,865,389
133.74,425,389,814,389
133.738,424,389,813,389
135.155,400,389,789,389
136.682,430,388,818,388
136.321,477,387,864,387
136.323,476,387,863,387
136.322,476,387,863,387
136.743,419,387,806,387
135.17,401,387,788,387
141.919,489,386,875,386
141.918,488,386,874,386
136.687,431,386,817,386
136.708,428,386,814,386
135.171,401,386,787,386
136.317,480,385,865,385
136.318,478,385,863,385
136.606,438,385,823,385
136.608,436,385,821,385
136.697,427,385,812,385
158.131,385,415,800,385
135.26,414,385,799,385
135.259,414,385,799,385
135.245,414,385,799,385
135.227,411,385,796,385
136.315,480,384,864,384
136.613,438,384,822,384
136.612,438,384,822,384
136.745,420,384,804,384
133.704,420,384,804,384
135.239,413,384,797,384
135.255,412,384,796,384
135.196,402,384,786,384
141.912,487,383,870,383
136.308,480,383,863,383
136.617,437,383,820,383
135.268,417,383,800,383
135.324,415,383,798,383
135.327,414,383,797,383
135.242,412,383,795,383
135.225,412,383,795,383
135.192,401,383,784,383
135.187,400,383,783,383
141.909,488,382,870,382
141.899,485,382,867,382
136.657,438,382,820,382
136.662,436,382,818,382
136.788,415,382,797,382
135.213,412,382,794,382
158.139,382,411,793,382
133.696,420,381,801,381
136.772,418,381,799,381
136.75,418,381,799,381
135.272,417,381,798,381
135.302,416,381,797,381
135.221,412,381,793,381
141.881,477,380,857,380
136.762,419,380,799,380
136.756,418,380,798,380
135.3,415,380,795,380
135.296,413,380,793,380
136.821,399,380,779,380
136.303,481,379,860,379
135.403,422,379,801,379
135.59,415,379,794,379
135.298,414,379,793,379
136.839,394,379,773,379
136.859,394,379,773,379
135.428,423,378,801,378
135.398,422,378,800,378
135.409,421,378,799,378
135.656,411,378,789,378
136.872,393,378,771,378
141.889,480,377,857,377
135.497,424,377,801,377
135.499,423,377,800,377
135.417,422,377,799,377
135.394,420,377,797,377
133.682,420,377,797,377
135.336,419,377,796,377
135.586,411,377,788,377
136.843,394,377,771,377
136.874,393,377,770,377
136.3,481,376,857,376
135.452,426,376,802,376
135.418,422,376,798,376
135.364,421,376,797,376
135.356,420,376,796,376
133.679,420,376,796,376
135.357,419,376,795,376
133.675,418,376,794,376
135.673,413,376,789,376
141.864,474,375,849,375
135.446,425,375,800,375
135.421,424,375,799,375
135.44,424,375,799,375
135.548,421,375,796,375
135.345,417,375,792,375
135.527,417,375,792,375
135.67,413,375,788,375
135.672,413,375,788,375
158.149,375,408,783,375
136.877,392,375,767,375
136.28,481,374,855,374
136.265,480,374,854,374
136.266,480,374,854,374
136.276,480,374,854,374
135.478,428,374,802,374
135.441,423,374,797,374
135.55,420,374,794,374
135.554,419,374,793,374
135.552,419,374,793,374
133.664,416,374,790,374
135.601,415,374,789,374
135.571,413,374,787,374
135.602,413,374,787,374
135.58,413,374,787,374
136.288,478,373,851,373
135.469,429,373,802,373
135.538,421,373,794,373
135.537,420,373,793,373
135.565,418,373,791,373
135.56,417,373,790,373
135.68,413,373,786,373
136.269,481,372,853,372
135.517,417,372,789,372
133.658,417,372,789,372
135.742,416,372,788,372
133.661,416,372,788,372
135.743,415,372,787,372
135.734,414,371,785,371
135.733,414,371,785,371
135.689,412,371,783,371
135.708,411,371,782,371
136.887,392,371,763,371
136.215,476,370,846,370
136.219,475,370,845,370
135.749,415,370,785,370
135.75,415,370,785,370
158.157,370,408,778,370
158.153,370,407,777,370
158.154,370,407,777,370
136.21,476,369,845,369
133.653,414,369,783,369
136.894,389,369,758,369
135.752,413,368,781,368
158.163,368,408,776,368
135.772,417,367,784,367
135.761,414,367,781,367
135.768,416,366,782,366
133.634,414,366,780,366
141.795,457,365,822,365
135.781,417,365,782,365
133.623,413,365,778,365
133.602,411,365,776,365
133.618,411,365,776,365
115.428,397,365,762,365
115.42,396,365,761,365
136.171,470,364,834,364
136.128,460,364,824,364
115.378,405,364,769,364
115.471,387,364,751,364
136.909,386,364,750,364
136.169,470,363,833,363
136.175,470,363,833,363
135.804,419,363,782,363
133.592,411,363,774,363
115.376,404,363,767,363
115.386,402,363,765,363
133.548,390,363,753,363
136.917,385,363,748,363
136.916,385,363,748,363
133.043,364,363,727,363
133.039,363,364,727,363
136.193,474,362,836,362
136.19,473,362,835,362
135.809,419,362,781,362
135.805,419,362,781,362
133.59,406,362,768,362
158.183,362,399,761,362
158.185,362,397,759,362
115.318,410,361,771,361
115.32,410,361,771,361
115.145,404,361,765,361
133.576,400,361,761,361
115.442,395,361,756,361
132.916,361,362,723,361
132.871,361,362,723,361
139.076,362,361,723,361
139.077,361,361,722,361
136.088,455,360,815,360
115.353,407,360,767,360
115.179,405,360,765,360
115.148,404,360,764,360
133.14,360,361,721,360
132.9,361,360,721,360
132.911,361,360,721,360
136.149,466,359,825,359
115.341,410,359,769,359
115.272,410,359,769,359
