zone_level,support_touches,resistance_touches,total_touches,strength
115.264,410,359,769,359
115.307,409,359,768,359
115.257,408,359,767,359
115.253,407,359,766,359
115.137,407,359,766,359
115.19,407,359,766,359
115.135,406,359,765,359
115.251,406,359,765,359
115.181,404,359,763,359
115.164,403,359,762,359
115.366,403,359,762,359
132.94,359,364,723,359
132.907,361,359,720,359
133.013,359,360,719,359
132.965,359,359,718,359
132.971,359,359,718,359
132.889,359,359,718,359
136.072,451,358,809,358
115.288,413,358,771,358
115.275,412,358,770,358
115.296,410,358,768,358
115.229,403,358,761,358
115.163,402,358,760,358
115.161,402,358,760,358
115.23,401,358,759,358
115.487,382,358,740,358
139.062,368,358,726,358
139.087,358,362,720,358
132.838,362,358,720,358
132.887,358,361,719,358
133.136,358,361,719,358
133.225,358,360,718,358
133,360,358,718,358
133.204,359,358,717,358
135.83,423,357,780,357
115.3,409,357,766,357
115.199,406,357,763,357
115.242,403,357,760,357
115.24,403,357,760,357
115.232,402,357,759,357
115.153,401,357,758,357
158.195,357,394,751,357
139.061,367,357,724,357
139.122,357,367,724,357
133.063,357,361,718,357
132.992,360,357,717,357
133.126,357,360,717,357
132.997,360,357,717,357
133.078,357,358,715,357
132.98,358,357,715,357
136.061,448,356,804,356
136.062,448,356,804,356
135.837,423,356,779,356
115.124,404,356,760,356
115.489,382,356,738,356
115.491,381,356,737,356
139.125,356,367,723,356
139.116,356,366,722,356
132.932,356,366,722,356
139.115,356,365,721,356
139.11,356,363,719,356
132.987,360,356,716,356
136.046,446,355,801,355
115.221,407,355,762,355
115.123,404,355,759,355
115.121,404,355,759,355
115.115,403,355,758,355
158.203,355,393,748,355
115.507,372,355,727,355
139.052,366,355,721,355
139.095,355,363,718,355
139.048,363,355,718,355
139.107,355,362,717,355
133.161,361,355,716,355
133.19,359,355,714,355
158.213,354,391,745,354
133.531,387,354,741,354
133.18,361,354,715,354
133.182,361,354,715,354
133.187,361,354,715,354
139.044,359,354,713,354
133.194,359,354,713,354
139.028,356,354,710,354
139.032,356,354,710,354
139.026,355,354,709,354
136.007,445,353,798,353
135.987,444,353,797,353
135.98,441,353,794,353
135.981,441,353,794,353
135.924,435,353,788,353
115.529,368,353,721,353
139.134,353,365,718,353
133.167,362,353,715,353
139.022,357,353,710,353
139.01,353,353,706,353
136,448,352,800,352
135.985,443,352,795,352
135.914,431,352,783,352
115.544,369,352,721,352
115.539,368,352,720,352
132.787,363,352,715,352
132.797,363,352,715,352
132.796,363,352,715,352
132.789,362,352,714,352
138.999,354,352,706,352
133.314,353,352,705,352
139.009,352,353,705,352
115.545,368,351,719,351
133.11,351,362,713,351
133.287,351,359,710,351
133.335,357,351,708,351
139.85,351,353,704,351
133.308,351,352,703,351
141.762,444,350,794,350
115.554,371,350,721,350
132.805,365,350,715,350
132.757,364,350,714,350
132.774,358,350,708,350
115.59,354,350,704,350
139.859,350,353,703,350
135.94,439,349,788,349
135.96,438,349,787,349
135.951,438,349,787,349
135.956,438,349,787,349
135.9,427,349,776,349
135.883,422,349,771,349
158.229,349,386,735,349
133.525,384,349,733,349
139.151,349,368,717,349
132.81,368,349,717,349
132.747,364,349,713,349
133.348,363,349,712,349
115.578,362,349,711,349
141.759,442,348,790,348
135.865,420,348,768,348
158.234,348,385,733,348
133.518,383,348,731,348
136.949,380,348,728,348
132.746,364,348,712,348
139.887,348,360,708,348
115.588,354,348,702,348
138.956,351,348,699,348
135.87,422,347,769,347
158.239,347,383,730,347
133.498,380,347,727,347
158.255,347,377,724,347
136.951,377,347,724,347
136.953,376,347,723,347
136.952,376,347,723,347
139.153,347,368,715,347
132.74,364,347,711,347
139.892,347,360,707,347
139.885,347,359,706,347
133.28,347,358,705,347
133.509,383,346,729,346
158.242,346,383,729,346
158.252,346,380,726,346
136.968,373,346,719,346
139.895,346,361,707,346
139.907,346,358,704,346
139.923,346,358,704,346
138.952,354,346,700,346
138.953,353,346,699,346
139.84,346,351,697,346
139.803,346,349,695,346
139.799,346,348,694,346
133.506,384,345,729,345
133.493,382,345,727,345
133.491,382,345,727,345
139.156,345,366,711,345
132.73,365,345,710,345
139.896,345,361,706,345
139.913,345,358,703,345
136.982,369,344,713,344
133.362,366,344,710,344
139.765,344,345,689,344
115.086,404,343,747,343
133.366,365,343,708,343
139.946,343,358,701,343
139.947,343,357,700,343
138.943,353,343,696,343
133.485,381,342,723,342
136.985,368,342,710,342
139.175,342,361,703,342
139.96,342,356,698,342
133.472,376,341,717,341
133.374,367,341,708,341
133.375,366,341,707,341
139.162,341,363,704,341
115.616,341,352,693,341
139.747,342,341,683,341
139.74,341,341,682,341
141.741,434,340,774,340
133.468,377,340,717,340
158.279,340,372,712,340
158.276,340,372,712,340
132.714,365,340,705,340
132.715,365,340,705,340
132.721,364,340,704,340
139.183,340,360,700,340
138.936,354,340,694,340
115.619,340,351,691,340
141.735,431,339,770,339
141.736,431,339,770,339
133.397,371,339,710,339
139.197,339,359,698,339
139.973,339,356,695,339
115.627,339,350,689,339
115.624,339,350,689,339
133.448,380,338,718,338
133.418,370,338,708,338
133.388,368,338,706,338
137.002,364,338,702,338
139.189,338,357,695,338
139.702,345,338,683,338
139.631,340,338,678,338
139.619,338,339,677,338
139.62,338,339,677,338
139.628,339,338,677,338
133.44,379,337,716,337
133.457,378,337,715,337
133.438,375,337,712,337
136.991,368,337,705,337
133.39,368,337,705,337
136.992,367,337,704,337
137.02,360,337,697,337
139.692,346,337,683,337
139.732,340,337,677,337
133.392,368,336,704,336
158.289,336,368,704,336
132.699,366,336,702,336
139.234,336,357,693,336
139.218,336,357,693,336
138.909,352,336,688,336
139.68,344,336,680,336
139.681,344,336,680,336
139.723,340,336,676,336
158.295,335,367,702,335
137.032,355,335,690,335
137.028,355,335,690,335
137.059,353,335,688,335
139.659,344,335,679,335
115.056,404,334,738,334
132.697,366,334,700,334
139.247,334,356,690,334
139.281,334,352,686,334
137.064,350,334,684,334
139.642,342,334,676,334
115.051,404,333,737,333
115.05,403,333,736,333
158.298,333,366,699,333
139.248,333,355,688,333
137.036,354,333,687,333
139.648,342,333,675,333
139.644,342,333,675,333
137.099,342,333,675,333
137.1,341,333,674,333
158.307,332,364,696,332
158.315,332,362,694,332
139.987,332,355,687,332
137.038,354,332,686,332
139.992,332,354,686,332
115.644,332,344,676,332
115.646,332,344,676,332
115.656,332,339,671,332
137.123,337,332,669,332
115.041,400,331,731,331
115.044,400,331,731,331
132.671,367,331,698,331
137.043,353,331,684,331
139.294,331,352,683,331
139.594,331,336,667,331
139.596,331,336,667,331
138.901,351,330,681,330
137.091,343,330,673,330
115.662,330,336,666,330
115.664,330,334,664,330
132.653,368,329,697,329
140.024,329,363,692,329
140.025,329,362,691,329
139.309,329,353,682,329
139.312,329,353,682,329
139.334,329,346,675,329
139.35,329,340,669,329
137.109,339,329,668,329
139.593,329,336,665,329
132.647,368,328,696,328
132.639,367,328,695,328
139.316,328,355,683,328
158.349,328,354,682,328
139.324,328,351,679,328
137.134,334,328,662,328
139.405,328,334,662,328
139.571,328,333,661,328
139.57,328,333,661,328
132.636,366,327,693,327
132.635,366,327,693,327
132.632,365,327,692,327
132.631,364,327,691,327
132.629,364,327,691,327
138.89,352,327,679,327
139.576,327,332,659,327
139.586,326,333,659,326
139.566,326,333,659,326
115.672,326,332,658,326
115.674,326,329,655,326
139.387,325,331,656,325
139.518,325,327,652,325
132.619,360,324,684,324
139.38,324,333,657,324
137.141,333,324,657,324
115.679,324,329,653,324
138.874,351,323,674,323
138.875,351,323,674,323
158.365,323,350,673,323
139.379,323,333,656,323
115.685,323,329,652,323
115.686,323,328,651,323
137.153,328,323,651,323
137.159,325,322,647,322
141.676,416,321,737,321
115.01,394,321,715,321
115.009,393,321,714,321
139.492,321,324,645,321
115.695,320,325,645,320
115.694,320,325,645,320
141.669,413,319,732,319
132.578,361,319,680,319
139.464,319,329,648,319
137.166,319,322,641,319
141.667,413,318,731,318
138.862,349,318,667,318
138.861,349,318,667,318
138.859,349,318,667,318
141.665,413,317,730,317
115.003,391,317,708,317
140.152,317,346,663,317
140.157,317,346,663,317
140.158,317,346,663,317
141.662,413,316,729,316
132.565,361,316,677,316
132.543,356,316,672,316
132.526,355,316,671,316
132.542,355,316,671,316
140.172,316,344,660,316
114.988,388,315,703,315
132.554,356,315,671,315
138.851,352,315,667,315
138.85,352,315,667,315
132.552,356,314,670,314
132.515,355,314,669,314
132.5,355,314,669,314
132.503,355,314,669,314
132.518,354,314,668,314
138.843,353,314,667,314
132.494,353,314,667,314
140.112,314,350,664,314
140.182,314,341,655,314
137.187,314,319,633,314
115.712,314,314,628,314
114.987,388,313,701,313
132.561,359,313,672,313
138.835,353,313,666,313
140.124,313,349,662,313
141.636,403,312,715,312
141.634,402,312,714,312
138.83,354,312,666,312
132.383,348,312,660,312
141.642,406,311,717,311
141.641,404,311,715,311
141.621,398,311,709,311
114.974,389,311,700,311
132.477,351,311,662,311
132.379,349,311,660,311
132.38,349,311,660,311
132.373,347,311,658,311
140.202,311,338,649,311
114.969,388,310,698,310
132.476,352,310,662,310
132.317,349,310,659,310
132.315,349,310,659,310
132.375,348,310,658,310
132.359,348,310,658,310
132.368,346,310,656,310
132.367,346,310,656,310
132.346,346,310,656,310
132.347,345,310,655,310
115.726,310,312,622,310
141.615,395,309,704,309
132.311,350,309,659,309
132.353,348,309,657,309
132.358,347,309,656,309
114.946,386,308,694,308
114.94,384,308,692,308
138.82,352,308,660,308
138.819,352,308,660,308
132.393,350,308,658,308
132.305,349,308,657,308
141.61,393,307,700,307
141.611,393,307,700,307
141.609,392,307,699,307
141.607,390,307,697,307
132.4,351,307,658,307
138.806,350,307,657,307
132.403,348,307,655,307
132.401,348,307,655,307
158.394,307,342,649,307
137.204,307,316,623,307
114.923,381,306,687,306
138.802,352,306,658,306
132.443,348,306,654,306
158.413,306,342,648,306
132.415,347,305,652,305
137.228,305,312,617,305
141.599,386,304,690,304
114.92,380,304,684,304
140.228,304,334,638,304
130.405,310,304,614,304
130.401,309,304,613,304
130.408,309,304,613,304
130.429,304,304,608,304
132.291,351,303,654,303
130.392,311,303,614,303
130.44,304,303,607,303
158.419,302,341,643,302
158.423,302,339,641,302
137.237,302,310,612,302
130.416,309,302,611,302
140.233,301,332,633,301
140.245,301,332,633,301
140.248,301,332,633,301
140.234,301,331,632,301
130.489,301,308,609,301
130.466,301,307,608,301
130.472,301,307,608,301
130.422,307,301,608,301
137.241,301,306,607,301
137.243,301,306,607,301
114.913,376,300,676,300
138.754,345,300,645,300
132.282,344,300,644,300
138.757,344,300,644,300
130.379,315,300,615,300
130.494,300,307,607,300
130.491,300,307,607,300
130.476,300,307,607,300
115.745,300,304,604,300
115.746,300,303,603,300
132.28,345,299,644,299
132.281,344,299,643,299
141.591,376,298,674,298
158.443,298,337,635,298
140.262,298,328,626,298
137.253,298,305,603,298
140.277,297,328,625,297
130.502,297,307,604,297
132.267,345,296,641,296
115.762,296,301,597,296
114.906,374,295,669,295
138.745,347,295,642,295
140.281,295,327,622,295
115.765,295,300,595,295
141.584,375,294,669,294
132.252,348,294,642,294
130.339,310,294,604,294
130.515,294,304,598,294
158.451,293,336,629,293
140.292,293,324,617,293
130.334,312,293,605,293
137.276,293,297,590,293
132.238,349,292,641,292
138.706,347,292,639,292
140.288,292,324,616,292
130.311,314,292,606,292
140.306,292,312,604,292
141.579,374,291,665,291
141.549,371,291,662,291
138.723,350,291,641,291
138.71,348,291,639,291
138.709,348,291,639,291
130.317,315,291,606,291
141.574,373,290,663,290
140.32,290,311,601,290
130.538,290,300,590,290
130.591,290,298,588,290
115.78,290,297,587,290
130.301,313,289,602,289
130.566,289,299,588,289
130.567,289,299,588,289
130.581,289,298,587,289
115.784,289,297,586,289
140.338,288,304,592,288
130.53,288,301,589,288
140.346,288,300,588,288
130.545,288,299,587,288
130.556,288,298,586,288
130.557,288,298,586,288
137.285,288,295,583,288
132.221,352,287,639,287
130.289,314,287,601,287
130.288,314,287,601,287
130.276,314,287,601,287
130.55,287,299,586,287
132.212,351,286,637,286
138.685,349,286,635,286
130.272,313,286,599,286
130.611,286,299,585,286
130.61,286,299,585,286
115.789,286,296,582,286
141.511,367,285,652,285
138.676,344,285,629,285
130.264,315,285,600,285
130.618,285,299,584,285
130.617,285,299,584,285
140.382,285,297,582,285
138.323,295,285,580,285
141.528,371,284,655,284
141.508,366,284,650,284
141.503,365,284,649,284
132.201,356,284,640,284
132.2,355,284,639,284
130.253,315,284,599,284
130.267,313,284,597,284
130.265,313,284,597,284
138.327,297,284,581,284
138.335,297,284,581,284
130.647,284,293,577,284
138.308,289,284,573,284
141.527,371,283,654,283
141.499,365,283,648,283
130.238,311,283,594,283
130.633,283,298,581,283
140.388,283,296,579,283
140.378,283,295,578,283
130.696,283,291,574,283
138.306,288,283,571,283
132.168,361,282,643,282
132.169,360,282,642,282
130.234,311,282,593,282
138.391,298,282,580,282
138.385,298,282,580,282
140.391,282,296,578,282
137.295,282,290,572,282
138.364,296,281,577,281
138.374,295,281,576,281
138.373,295,281,576,281
138.369,295,281,576,281
115.806,281,293,574,281
137.301,281,290,571,281
138.655,338,280,618,280
130.229,308,280,588,280
138.418,300,280,580,280
138.368,295,280,575,280
130.709,280,289,569,280
132.149,359,279,638,279
132.128,357,279,636,279
138.413,299,279,578,279
115.812,279,292,571,279
138.623,336,278,614,278
138.631,336,278,614,278
138.255,298,278,576,278
138.283,291,278,569,278
140.648,278,280,558,278
114.875,368,277,645,277
114.87,365,277,642,277
114.868,362,277,639,277
132.096,351,277,628,277
138.258,296,277,573,277
138.263,294,277,571,277
130.716,277,291,568,277
140.659,279,277,556,277
114.869,363,276,639,276
138.603,332,276,608,276
138.262,294,276,570,276
138.268,293,276,569,276
140.435,276,293,569,276
140.497,276,286,562,276
140.793,278,276,554,276
140.624,277,276,553,276
140.556,277,276,553,276
132.07,347,275,622,275
138.43,302,275,577,275
138.251,298,275,573,275
140.453,275,293,568,275
140.458,275,292,567,275
140.467,275,289,564,275
140.774,282,275,557,275
140.797,279,275,554,275
140.552,277,275,552,275
114.863,360,274,634,274
114.86,354,274,628,274
158.499,274,324,598,274
140.459,274,292,566,274
115.823,274,289,563,274
140.882,284,274,558,274
140.798,279,274,553,274
141.459,356,273,629,273
138.436,304,273,577,273
138.46,303,273,576,273
138.197,298,273,571,273
138.025,293,273,566,273
140.912,287,273,560,273
130.743,273,287,560,273
140.853,281,273,554,273
130.187,306,272,578,272
140.739,284,272,556,272
140.906,284,272,556,272
158.505,271,322,593,271
130.218,306,271,577,271
138.231,297,271,568,271
138.24,296,271,567,271
138.171,295,271,566,271
138.022,293,271,564,271
138.156,291,271,562,271
140.836,282,271,553,271
141.439,351,270,621,270
141.441,351,270,621,270
132.058,346,270,616,270
130.195,307,270,577,270
130.203,306,270,576,270
130.213,306,270,576,270
138.475,305,270,575,270
138.083,296,270,566,270
138.128,291,270,561,270
130.748,270,286,556,270
140.736,284,270,554,270
140.684,282,270,552,270
141.349,321,269,590,269
138.554,317,269,586,269
138.549,315,269,584,269
138.05,296,269,565,269
137.338,269,290,559,269
140.917,284,269,553,269
138.546,314,268,582,268
138.049,296,268,564,268
158.532,267,315,582,267
158.533,267,315,582,267
140.695,285,267,552,267
137.35,267,282,549,267
137.367,267,280,547,267
114.843,351,266,617,266
141.428,346,266,612,266
141.403,342,266,608,266
141.32,317,266,583,266
137.362,266,281,547,266
138.061,298,265,563,265
115.839,265,285,550,265
140.711,285,265,550,265
137.38,265,279,544,265
138.069,298,264,562,264
138.058,296,264,560,264
137.996,295,264,559,264
140.932,285,264,549,264
137.426,264,270,534,264
137.428,264,270,534,264
140.707,285,263,548,263
137.413,263,271,534,263
137.993,298,262,560,262
137.423,261,270,531,261
137.433,261,266,527,261
137.437,261,265,526,261
137.444,261,264,525,261
141.26,317,260,577,260
158.547,260,313,573,260
158.55,260,312,572,260
130.142,298,260,558,260
130.774,260,283,543,260
132.032,345,259,604,259
132.025,343,259,602,259
141.278,314,259,573,259
115.846,259,283,542,259
137.447,259,263,522,259
137.462,259,262,521,259
132.016,343,258,601,258
130.111,294,258,552,258
130.122,294,258,552,258
115.849,258,282,540,258
129.973,266,258,524,258
129.941,263,258,521,258
114.801,336,257,593,257
140.956,285,257,542,257
140.954,284,257,541,257
130.018,278,257,535,257
130.019,278,257,535,257
130.003,277,257,534,257
130.795,257,276,533,257
129.996,274,257,531,257
129.959,263,257,520,257
137.472,261,257,518,257
114.802,334,256,590,256
129.923,264,256,520,256
129.926,263,256,519,256
141.24,321,255,576,255
129.87,262,255,517,255
137.479,261,255,516,255
129.884,258,255,513,255
137.492,256,255,511,255
158.581,254,300,554,254
137.979,298,254,552,254
130.811,254,277,531,254
130.815,254,277,531,254
130.813,254,276,530,254
129.856,263,254,517,254
129.861,262,254,516,254
129.912,261,254,515,254
141.212,320,253,573,253
141.223,319,253,572,253
130.039,282,253,535,253
130.807,253,277,530,253
130.918,264,253,517,253
129.853,263,253,516,253
129.897,258,253,511,253
141.136,305,252,557,252
130.092,288,252,540,252
129.801,265,252,517,252
129.806,264,252,516,252
129.844,262,252,514,252
130.885,258,252,510,252
137.495,256,252,508,252
137.497,255,252,507,252
131.996,341,251,592,251
141.202,323,251,574,251
141.147,308,251,559,251
141.146,308,251,559,251
137.969,296,251,547,251
140.991,286,251,537,251
129.793,264,251,515,251
130.896,263,251,514,251
130.895,262,251,513,251
141.172,315,250,565,250
141.154,311,250,561,250
141.127,304,250,554,250
141.093,296,250,546,250
141.082,294,250,544,250
130.954,268,250,518,250
130.903,263,250,513,250
129.829,263,250,513,250
137.522,250,250,500,250
114.787,331,249,580,249
114.783,329,249,578,249
141.167,315,249,564,249
141.079,294,249,543,249
137.965,294,248,542,248
141.039,282,248,530,248
129.779,264,248,512,248
137.53,251,248,499,248
129.787,264,247,511,247
131.952,344,246,590,246
158.602,246,298,544,246
115.873,246,275,521,246
129.78,264,246,510,246
137.534,251,246,497,246
137.532,251,246,497,246
131.947,342,245,587,245
141.1,300,245,545,245
141.096,298,245,543,245
137.953,294,245,539,245
141.023,283,245,528,245
141.012,282,245,527,245
130.98,265,245,510,245
137.548,252,245,497,245
129.767,262,244,506,244
129.761,262,244,506,244
114.773,326,243,569,243
131.921,334,242,576,242
131.922,333,242,575,242
131.903,325,242,567,242
131.885,323,242,565,242
131.86,315,242,557,242
130.996,265,242,507,242
129.743,261,242,503,242
131.934,339,241,580,241
131.925,337,241,578,241
131.279,283,241,524,241
131.251,277,241,518,241
131.345,269,241,510,241
131.029,266,241,507,241
131,264,241,505,241
129.723,261,241,502,241
137.585,254,241,495,241
131.876,319,240,559,240
131.303,274,240,514,240
131.304,273,240,513,240
131.315,272,240,512,240
131.381,268,240,508,240
131.38,268,240,508,240
131.364,265,240,505,240
129.73,261,240,501,240
137.589,254,240,494,240
131.246,277,239,516,239
131.842,310,238,548,238
131.84,310,238,548,238
131.198,281,238,519,238
131.205,281,238,519,238
131.116,272,238,510,238
131.107,271,238,509,238
131.112,271,238,509,238
131.061,269,238,507,238
129.698,259,238,497,238
129.697,258,238,496,238
129.686,256,238,494,238
131.216,278,237,515,237
131.229,278,237,515,237
131.403,272,237,509,237
131.106,271,237,508,237
137.91,287,236,523,236
129.682,255,236,491,236
137.61,253,236,489,236
131.124,273,235,508,235
131.13,273,235,508,235
137.641,247,234,481,234
131.829,307,233,540,233
114.722,301,233,534,233
114.713,293,233,526,233
131.159,278,233,511,233
131.416,270,233,503,233
137.647,249,233,482,233
158.631,232,287,519,232
115.899,232,268,500,232
129.658,253,232,485,232
137.617,249,232,481,232
131.824,305,231,536,231
137.671,244,231,475,231
137.9,284,230,514,230
137.899,284,230,514,230
114.7,292,229,521,229
129.639,250,229,479,229
129.638,250,229,479,229
129.637,249,229,478,229
114.698,290,228,518,228
131.461,272,228,500,228
131.466,271,228,499,228
131.81,304,227,531,227
131.807,303,227,530,227
131.484,270,227,497,227
129.633,249,227,476,227
137.89,283,226,509,226
137.889,282,226,508,226
131.492,271,226,497,226
131.485,270,226,496,226
131.524,275,225,500,225
131.521,274,225,499,225
131.499,270,225,495,225
129.613,246,225,471,225
129.604,242,225,467,225
158.653,224,282,506,224
137.686,246,224,470,224
137.679,243,224,467,224
131.533,276,223,499,223
137.867,283,222,505,222
137.864,281,222,503,222
131.531,277,222,499,222
137.812,269,222,491,222
129.583,239,222,461,222
131.76,296,221,517,221
137.804,269,221,490,221
137.705,254,220,474,220
131.784,304,219,523,219
131.748,297,219,516,219
131.734,295,219,514,219
131.536,276,219,495,219
114.659,275,219,494,219
115.921,219,261,480,219
137.728,250,219,469,219
131.746,296,218,514,218
131.537,275,218,493,218
114.65,272,218,490,218
114.649,272,218,490,218
131.731,295,217,512,217
137.854,275,217,492,217
137.775,264,217,481,217
137.772,262,217,479,217
137.734,250,217,467,217
137.736,250,217,467,217
131.741,297,216,513,216
131.681,284,216,500,216
131.57,273,216,489,216
131.572,273,216,489,216
137.752,257,216,473,216
137.755,256,216,472,216
131.715,288,215,503,215
131.541,275,215,490,215
158.669,215,273,488,215
114.632,266,215,481,215
129.557,233,215,448,215
131.688,285,214,499,214
131.682,284,214,498,214
131.66,283,214,497,214
131.554,273,214,487,214
114.634,268,214,482,214
131.663,281,213,494,213
131.565,273,213,486,213
158.675,213,269,482,213
131.652,285,212,497,212
131.641,279,212,491,212
131.698,285,211,496,211
158.682,211,268,479,211
115.934,211,256,467,211
129.55,231,210,441,210
131.619,277,209,486,209
115.942,208,252,460,208
129.543,231,207,438,207
129.52,230,204,434,204
129.507,230,202,432,202
129.51,229,202,431,202
114.566,251,201,452,201
114.569,251,201,452,201
128.297,214,200,414,200
129.496,229,199,428,199
128.327,208,197,405,197
128.339,205,197,402,197
128.368,200,197,397,197
128.395,197,197,394,197
158.731,196,249,445,196
128.247,217,195,412,195
128.816,195,200,395,195
128.826,195,200,395,195
128.783,195,200,395,195
128.824,195,200,395,195
114.546,242,194,436,194
128.439,198,194,392,194
128.859,194,196,390,194
114.545,243,193,436,193
128.216,216,193,409,193
128.212,216,193,409,193
128.209,215,193,408,193
128.448,199,193,392,193
128.523,197,193,390,193
128.863,193,196,389,193
158.74,192,246,438,192
129.452,217,192,409,192
128.918,192,197,389,192
128.195,219,191,410,191
129.444,213,191,404,191
128.884,191,194,385,191
158.745,190,242,432,190
158.744,190,242,432,190
115.975,190,236,426,190
129.431,212,190,402,190
129.405,201,190,391,190
129.401,199,190,389,190
128.886,190,194,384,190
128.888,190,194,384,190
129.412,206,189,395,189
129.404,201,189,390,189
128.941,189,194,383,189
128.935,189,194,383,189
128.18,217,188,405,188
128.591,204,188,392,188
129.358,196,188,384,188
129.356,194,188,382,188
128.942,188,194,382,188
114.519,237,187,424,187
128.705,207,187,394,187
128.722,203,187,390,187
114.516,235,186,421,186
128.173,214,186,400,186
128.16,213,186,399,186
128.603,207,186,393,186
128.619,206,186,392,186
129.375,197,186,383,186
128.597,207,185,392,185
128.637,207,185,392,185
128.63,206,185,391,185
128.682,206,185,391,185
128.691,206,185,391,185
128.677,207,184,391,184
128.698,207,184,391,184
128.662,205,183,388,183
129.314,192,183,375,183
129.264,190,183,373,183
128.105,215,181,396,181
128.083,213,181,394,181
128.082,213,181,394,181
128.08,212,181,393,181
129.177,180,181,361,180
129.179,180,181,361,180
114.498,232,179,411,179
158.779,179,224,403,179
128.087,214,179,393,179
129.2,184,179,363,179
114.496,232,178,410,178
114.466,227,178,405,178
129.009,178,194,372,178
114.495,233,177,410,177
114.493,233,177,410,177
114.453,222,177,399,177
158.787,177,221,398,177
114.448,218,177,395,177
129.131,177,185,362,177
129.133,177,184,361,177
129.161,177,183,360,177
158.804,176,220,396,176
129.038,176,194,370,176
128.057,212,175,387,175
128.062,212,175,387,175
129.107,175,187,362,175
129.155,175,184,359,175
114.406,202,174,376,174
129.069,174,194,368,174
129.112,174,187,361,174
129.148,174,182,356,174
114.382,201,173,374,173
129.02,173,195,368,173
129.021,173,195,368,173
128.007,206,172,378,172
128.006,206,172,378,172
114.379,202,172,374,172
158.854,167,209,376,167
114.355,199,167,366,167
127.986,206,166,372,166
127.981,208,165,373,165
158.877,158,200,358,158
158.878,157,199,356,157
158.892,156,197,353,156
127.941,207,155,362,155
116.046,154,211,365,154
127.892,204,154,358,154
127.896,204,153,357,153
127.862,205,152,357,152
127.768,189,150,339,150
114.227,172,150,322,150
127.761,188,149,337,149
127.757,186,148,334,148
127.824,198,146,344,146
127.801,192,146,338,146
127.734,182,146,328,146
114.205,168,143,311,143
127.67,168,142,310,142
127.691,173,141,314,141
114.195,168,141,309,141
159.017,141,159,300,141
127.643,169,140,309,140
127.641,168,140,308,140
114.184,167,139,306,139
159.048,136,154,290,136
127.604,167,135,302,135
127.587,166,134,300,134
127.58,166,133,299,133
114.155,162,133,295,133
127.57,165,132,297,132
114.15,161,131,292,131
127.562,164,129,293,129
127.561,163,129,292,129
127.555,162,129,291,129
161.134,128,128,256,128
127.52,162,127,289,127
127.527,161,127,288,127
161.13,128,127,255,127
161.131,128,127,255,127
127.517,162,126,288,126
127.472,161,126,287,126
161.098,130,126,256,126
161.101,130,126,256,126
161.117,129,126,255,126
127.49,162,125,287,125
127.507,162,125,287,125
127.494,162,125,287,125
159.113,125,140,265,125
161.056,131,125,256,125
161.186,125,129,254,125
127.457,157,124,281,124
127.455,157,124,281,124
127.454,156,124,280,124
127.444,155,124,279,124
159.125,124,139,263,124
161.02,130,124,254,124
161.019,130,124,254,124
160.962,130,123,253,123
116.154,122,164,286,122
160.948,129,122,251,122
160.947,129,122,251,122
160.946,129,122,251,122
127.422,150,120,270,120
161.266,119,128,247,119
161.265,119,128,247,119
114.095,153,118,271,118
161.282,118,128,246,118
161.3,118,125,243,118
127.382,149,116,265,116
127.381,149,116,265,116
127.371,148,116,264,116
161.329,116,123,239,116
116.168,115,157,272,115
116.167,115,157,272,115
116.171,115,155,270,115
116.174,113,152,265,113
114.066,146,113,259,113
159.186,111,135,246,111
159.19,111,133,244,111
160.865,126,111,237,111
161.394,111,121,232,111
161.395,111,121,232,111
116.183,110,147,257,110
127.344,145,110,255,110
127.343,145,110,255,110
127.318,143,110,253,110
159.226,110,123,233,110
127.321,143,109,252,109
161.401,109,121,230,109
161.405,109,121,230,109
116.189,108,145,253,108
116.194,108,144,252,108
114.06,144,108,252,108
116.193,108,144,252,108
127.303,144,107,251,107
116.2,106,142,248,106
127.293,144,105,249,105
114.051,142,105,247,105
114.049,141,105,246,105
127.287,145,104,249,104
161.466,104,121,225,104
159.273,103,113,216,103
127.27,144,102,246,102
161.476,102,119,221,102
127.255,140,101,241,101
114.022,138,98,236,98
114.011,136,98,234,98
127.218,136,96,232,96
160.768,118,96,214,96
161.515,95,118,213,95
113.999,132,94,226,94
113.998,131,94,225,94
113.985,128,94,222,94
159.333,94,106,200,94
159.323,94,106,200,94
113.977,126,93,219,93
113.979,126,93,219,93
127.198,134,92,226,92
127.2,134,92,226,92
113.974,126,92,218,92
161.534,92,115,207,92
116.258,91,116,207,91
127.19,135,90,225,90
113.961,124,90,214,90
127.162,133,88,221,88
160.354,102,88,190,88
160.383,101,88,189,88
161.565,87,111,198,87
160.301,103,87,190,87
160.53,95,87,182,87
160.528,95,87,182,87
127.15,132,86,218,86
159.37,86,104,190,86
160.309,104,86,190,86
160.319,103,85,188,85
160.33,102,85,187,85
159.384,85,102,187,85
159.392,85,101,186,85
160.472,94,85,179,85
127.098,127,84,211,84
160.474,94,84,178,84
127.117,128,83,211,83
127.122,128,83,211,83
127.125,128,83,211,83
113.898,111,83,194,83
160.28,101,83,184,83
160.261,101,81,182,81
160.26,101,81,182,81
160.57,95,81,176,81
159.445,81,92,173,81
159.452,81,90,171,81
161.591,80,107,187,80
161.598,80,106,186,80
127.024,117,79,196,79
